notes, tabs
G0;D1;G1;B1,E3;D0;G0;A2
D2;G2;G1,B3;e3;G0
D2;G2;G1;D1,B3;e3;G0;D0
B1;D2;G1;D1,A2;B3;G0;D0
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;A2;D2,D0;e2;G2;B3
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
C1,A3
G1;E1;C1;D2,G0;D2;A3;B3
D2;E1;C1;G1,B3;D2;A3;G0
C1;E1;D2;G1,A3;D2;B3;G0
B1,A2
B1;D1;D2;G1,A2;D0;B3;G0
D2;D1;B1;G1,B3;D0;A2;G0
B1;D1;D2;G1,A2;D0;B3;G0
A+1,A1
D2;F1;A+1;G1,B3;D3;A1;G0
C1;G1;G1;E2,A3;G0;D5;B5
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
D1;G1;G0;B1,D0;G0;E3;A2
G1;G2;D2,G0;e3;B3
G1;G2;D2;D1,G0;e3;B3;D0
B1;D2;G1;D1,A2;B3;G0;D0
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A1,A0
B1,A2
E1,D2
B1,A2
D1,D0
E1,D2
D1,D0
G0;G1;D1;B1,E3;G0;D0;A2
G1;G2;D2,G0;e3;B3
G1;G2;D1;D2,G0;e3;D0;B3
D2;G1;B1;D1,B3;G0;A2;D0
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D2;D1,G2;e2;B3;D0
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
C1,A3
E1;G1;D2;C1,D2;G0;B3;A3
D2;G1;B1;D1,B3;G0;A2;D0
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
D1,D0
A2;F+2;D2;D1,G2;e2;B3;D0
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;D2;A2,D0;e2;B3;G2
D1;E2;A2;D2,D0;e0;G2;B3
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
D1,D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;E2;D1;A2,B3;e0;D0;G2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
D1,D0
D1;F+2;A2;D2,D0;e2;G2;B3
D1;F+2;A2;D2,D0;e2;G2;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
B1;D1;G1;G0,A2;D0;G0;E3
G1;G2;D2,G0;e3;B3
D1;G2;G1;D2,D0;e3;G0;B3
D1;D2;B1;G1,D0;B3;A2;G0
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
A2;F+2;D2;D1,G2;e2;B3;D0
D1;F+2;D2;A2,D0;e2;B3;G2
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
G0;G2;G1;D2;D1;B1,E3;e3;G0;B3;D0;A2
B1;G2;D2;D1;G0;G1,A2;e3;B3;D0;E3;G0
B2,G4
D2,B3
E2,B5
D2,B3
E2,B5
D2,B3
E2,e0
F+2,e2
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
B1;G1;G0;D1,A2;G0;E3;D0
D2;G2;G1,B3;e3;G0
D1;G2;G1;D2,D0;e3;G0;B3
G1;D1;B1;D2,G0;D0;A2;B3
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
D1;F+2;D2;A2,D0;e2;B3;G2
D1;F+2;D2;A2,D0;e2;B3;G2
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
C1,A3
C1;D2;G1;E1,A3;B3;G0;D2
D1;D2;G1;B1,D0;B3;G0;A2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
D1,D0
D1;F+2;A2;D2,D0;e2;G2;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;E2;D1;D2,G2;e0;D0;B3
E2;C+3;A3,G9;e9;B10
G2;B3;D2,B8;e7;G7
G1;G2;B1;G0;D2;D1,G0;e3;A2;E3;B3;D0
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A1;C+2;A2;E1,A0;B2;G2;D2
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
E1;A1,A7;E5
E1;A1,A7;E5
E1;A1,A7;E5
F+1;A1,A9;E5
E1;A1,A7;E5
D1;G0,A5;E3
D1;G0,A5;E3
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
D1;G2;G0;B1;G1;D2,D0;e3;E3;A2;G0;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
E1;A2;A1;C+2,D2;G2;A0;B2
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
A1;E1,E5;A7
E1;A1,A7;E5
E1;A1,A7;E5
A1;F+1,E5;A9
A1;E1,E5;A7
D1;G0,A5;E3
D1;G0,A5;E3
G0;D1,E3;A5
D1;G0,A5;E3
G0;D1,E3;A5
A3;C+3;E2,B10;e9;G9
A3;C+3;E2,B10;e9;G9
E2;C+3;A3,G9;e9;B10
A3;C+3;E2,B10;e9;G9
E2;C+3;A3,G9;e9;B10
A3;C+3;E2,B10;e9;G9
E2;C+3;A3,G9;e9;B10
G2;B3;D2,B8;e7;G7
D2;B3;G2,G7;e7;B8
G2;B3;D2,B8;e7;G7
D2;B3;G2,G7;e7;B8
G2;B3;D2,B8;e7;G7
D1;G2;D2;B1;G1;G0,D0;e3;B3;A2;G0;E3
G1;G2;G0;D2;B1;D1,G0;e3;E3;B3;A2;D0
B1;G2;G0;G1;D2;D1,A2;e3;E3;G0;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;D2;A2,D0;e2;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
E1;A2;A1,D2;G2;A0
E0;E2;G+1;B2;B1;E1,E0;e0;G1;B0;A2;D2
A3,B10
B3,B12
D3,e10
A3,B10
B3,B12
A3,B10
E2,G9
F+2,G11
A3,B10
E2,G9
F+2,G11
E2,G9
A2,D7
B2,D9
E2,G9
B2,D9
D2,G7
F+2,G11
G+2,B9
G+2,G13
A3,B10
B3,B12
D3,e10
A3,B10
B3,B12
A3,B10
E2,G9
F+2,G11
A3,B10
E2,G9
F+2,G11
E2,G9
A2,D7
B2,D9
E2,G9
B2,D9
D2,G7
F+2,B7
E2,e0
G+2,B9
B2,G4
C+2,G6
B2,G4
C+2,G6
E2,B5
B2,G4
B2,G4
C+2,G6
B2,G4
C+2,G6
B2,G4
C+2,G6
B2,G4
A2,G2
E1,D2
F+1,D4
E1,D2
F+1,D4
E1,D2
F+1,D4
E1,D2
F+1,D4
E1,D2
A2,G2
F+1,D4
E1,D2
F+1,D4
E1,D2
C+1,A4
E1,D2
C+1,A4
B1,A2
C+1,A4
B1,A2
G+0,E4
A1,E5
F+0,E2
E0,E0
F+0,E2
E0,E0
E0,E0
F+0,E2
F+0,E2
F+0,E2
F+0,E2
B1,E7
C1,E8
C+1,E9
F+0,E2
E0,E0
F+0,E2
F+0,E2
E0,E0
F+0,E2
B3,G16
C+3,G18
E3,B17
F+3,e14
E3,B17
F+3,e14
E3,B17
B4,e19
C+4,e21
A+4,e18
G+3,e16
F+3,e14
E3,B17
F+3,e14
E3,B17
F+3,e14
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
E3,B17
E3,B17
F+3,B19
A4,e17
E3,B17
F+3,B19
E3,B17
D+3,B16
D3,B15
C3,G17
C+3,B14
C3,G17
B3,G16
A3,G14
F+2,D16
B3,G16
A3,G14
A3,G14
A3,G14
A3,G14
A+3,G15
F+2,D16
E2,D14
F+2,D16
A3,G14
A3,G14
A+3,G15
F+2,D16
E2,D14
F+2,D16
F+2,D16
F2,D15
E2,D14
E2,D14
A+1,A1
A+1,A1
A+1,A1
C+1,A4
E1,D2
G+1,G1
A+2,G3
A+2,G3
A+2,G3
C+2,G6
E2,B5
G+2,e4
A+3,G15
A+3,G15
A+3,G15
C+3,G18
E3,B17
G+3,e16
A+4,e18
A1,E5
A1,E5
B1,E7
D1,A5
B1,E7
D1,A5
D1,A5
B1,E7
D1,A5
E1,A7
A1,E5
A1,E5
B1,E7
D1,A5
B1,E7
D1,A5
D1,A5
B1,E7
D1,A5
B1,E7
G1;G2;D2;G0;B1;D1,G0;e3;B3;E3;A2;D0
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;A1;E1;C+2,G2;A0;D2;B2
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
A1;E1,E5;A7
A1;E1,E5;A7
E1;A1,A7;E5
F+1;A1,A9;E5
E1;A1,A7;E5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
D1;G0,A5;E3
B1;G2;G0;D1;D2;G1,A2;e3;E3;D0;B3;G0
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A1;A2;C+2;E1,A0;G2;B2;D2
G0;D1,E3;A5
G0;D1,E3;A5
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
E1;A1,A7;E5
E1;A1,A7;E5
E1;A1,A7;E5
F+1;A1,A9;E5
E1;A1,A7;E5
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
G0;D1,E3;A5
D1;G0,A5;E3
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
D1,D0
B1,A2
A1,A0
D1;F+2;A2;D2,D0;e2;G2;B3
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
A1,A0
B1,A2
D1,D0
E1,D2
E1,D2
F+1,D4
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
D1;G2;D2;B1;G1;G0,D0;e3;B3;A2;G0;E3
G0;G2;G1;D1;B1;D2,E3;e3;G0;D0;A2;B3
G1;E2;C1;C2;E1,G0;e0;A3;B1;D2
E1;E2;C1;G1;C2,D2;e0;A3;G0;B1
D1;F+2;D2;A2,D0;e2;B3;G2
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
C1,A3
G1,G0
D2,B3
G2,e3
B1,A2
G1,G0
D2,B3
G2,e3
A+1,A1
G1,G0
D2,B3
G1,G0
G2,e3
G1,G0
D2,B3
G1,G0
C1,A3
G1,G0
G2,e3
G1,G0
D2,B3
G1,G0
D2;G2,B3;e3
G1,G0
G1;G2;G0;D1;B1;D2,G0;e3;E3;D0;A2;B3
END, END
A+1,E6
D1,A5
A+2,D8
A+1,E6
D1,A5
A+2,D8
A+1,E6
D1,A5
A1,E5
D1,A5
A+2,D8
A1,E5
D1,A5
A+2,D8
A1,E5
D1,A5
D+1,A6
A+2,D8
C2,G5
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
D+1,A6
A+2,D8
C2,G5
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
A+1;F2;D2;A+2;F1,A1;e1;B3;G3;D3
F0;F2;C1;C2;F1;A2,E1;e1;A3;B1;D3;G2
F2;F1;A3;C2,G10;A8;B10;D10
C2;G2;C1;G1;D+2,G5;e3;A3;D5;B4
A+1,E6
D1,A5
A+2,D8
A+1,E6
D1,A5
A+2,D8
A+1,E6
D1,A5
A1,E5
D1,A5
A+2,D8
A1,E5
D1,A5
A+2,D8
A1,E5
D1,A5
D+1,A6
A+2,D8
C2,G5
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
D+1,A6
A+2,D8
C2,G5
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
D2;F2;A+2;A+1;F1,B3;e1;G3;A1;D3
C2;F2;F0;A2;C1;F1,B1;e1;E1;G2;A3;D3
A3;F2;F1;C2,B10;G10;A8;D10
G1;G2;C2;C1;D+2,D5;e3;G5;A3;B4
G0,E3
G1,D5
D2,B3
G0,E3
G1,D5
C2,G5
G0,E3
G1,D5
D+1,A6
A+2,D8
F2,B6
D+1,A6
A+2,D8
D+2,G8
D+1,A6
A+2,D8
F1,A8
C2,D10
F2,G10
F1,A8
C2,D10
D+2,G8
F1,A8
C2,D10
C1,E8
G1,A10
A+2,D8
C1,E8
G1,A10
C2,D10
C1,E8
G1,A10
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
D2,G7
D+1,A6
A+2,D8
F1,A8
C2,D10
F2,G10
F1,A8
C2,D10
F2,G10
F1,A8
C2,D10
C1,A3
G1,D5
D2,B3
C1,A3
G1,D5
D2,B3
C1,A3
A+2,G3
C1,A3
G1,D5
D+2,B4
C1,A3
G1,D5
D+2,B4
C1,A3
A+2,G3
D2;F2;A+2;F1;A+1,B3;e1;G3;D3;A1
C1;F2;F0;A2;C2;F1,A3;e1;E1;G2;B1;D3
F2;A3;C2;F1,G10;B10;D10;A8
C1;G2;D+2;C2;G1,A3;e3;B4;G5;D5
END, END
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;F+2;B2,A4;B7;G4
C+1,A4
B2,G4
C+1;F2;B2,A4;B6;G4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;F+2;B2,A4;B7;G4
C+1,A4
B2,G4
C+1;F2;B2,A4;B6;G4
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A1;E2;A2,E5;B5;G2
B2,G4
A2;E2;A1,G2;B5;E5
A2,G2
C+1,A4
G+1,D6
F2,B6
D1;F+2;D2,A5;B7;G7
E2,B5
D2,G7
B2;C+2;B1,G4;B2;A2
B2,G4
A2,G2
F+1;C+2;C+1;A2;F+0,D4;B2;A4;G2;E2
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
B2;C+1;F+2,G4;A4;B7
C+1,A4
B2,G4
B2;F2;C+1,G4;B6;A4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;F+2;B2,A4;B7;G4
C+1,A4
B2,G4
B2;C+1;F2,G4;A4;B6
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D1;F+2;D2,A5;B7;G7
E2,B5
D2,G7
B1;C+2;B2,A2;B2;G4
B2,G4
A2,G2
C+1;C+2;F+1;A2;F+0,A4;B2;D4;G2;E2
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;F+2;B2,A4;B7;G4
C+1,A4
B2,G4
F2;B2;C+1,B6;G4;A4
A3;F+1,B10;A9
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
B2;F+2;C+1,G4;B7;A4
C+1,A4
B2,G4
B2;F2;C+1,G4;B6;A4
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;A1;E2,G2;E5;B5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D1;F+2;D2,A5;B7;G7
E2,B5
D2,G7
B1;C+2;B2,A2;B2;G4
B2,G4
A2,G2
A2;F+1;F+0;C+2;C+1,G2;D4;E2;B2;A4
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;F+2;B2,A4;B7;G4
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
A3;F+1,B10;A9
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
B2;F+2;C+1,G4;B7;A4
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D1;F+2;D2,A5;B7;G7
E2,B5
D2,G7
B1;C+2;B2,A2;B2;G4
B2,G4
A2,G2
C+1;C+2;F+1;A2;F+0,A4;B2;D4;G2;E2
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
F+2;B2;C+1,B7;G4;A4
C+1,A4
B2,G4
F2;B2;C+1,B6;G4;A4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
F+2;B2;C+1,B7;G4;A4
C+1,A4
B2,G4
F2;B2;C+1,B6;G4;A4
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D2;F+2;D1,G7;B7;A5
E2,B5
D2,G7
B2;C+2;B1,G4;B2;A2
B2,G4
A2,G2
A2;C+2;F+0;F+1;C+1,G2;B2;E2;D4;A4
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
B2;F+2;C+1,G4;B7;A4
C+1,A4
B2,G4
B2;F2;C+1,G4;B6;A4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
B2;C+1;F+2,G4;A4;B7
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D2;F+2;D1,G7;B7;A5
E2,B5
D2,G7
B2;C+2;B1,G4;B2;A2
B2,G4
A2,G2
F+1;F+0;C+2;C+1;A2,D4;E2;B2;A4;G2
F+1;F+0;A2;C+1;C+2,D4;E2;G2;A4;B2
A2;F+0;C+1;C+2;F+1,G2;E2;A4;B2;D4
D1;A2;A1;D2,D0;G2;A0;B3
F+1;F+2;B2;F+0;C+1;C+2,D4;e2;G4;E2;A4;B2
E2;C+1,G9;E9
C+1,E9
A2,D7
E2,G9
B1;D+2,E7;G8
B1,E7
G+1,D6
D+2,G8
A1;C+2,E5;G6
A1,E5
F+1,D4
C+2,G6
C+2;F+1;G+0,G6;D4;E4
C2;F+1;G+0,G5;D4;E4
E2;C+1,G9;E9
C+1,E9
A2,D7
E2,G9
B1;D+2,E7;G8
B1,E7
G+1,D6
D+2,G8
C+2;A1,G6;E5
A1,E5
F+1,D4
C+2,G6
F+1;G+0;C+2,D4;E4;G6
C2;G+0;F+1,G5;E4;D4
A1,E5
F+1,D4
C+2,G6
F+1,D4
E2,B5
C+2,G6
E0,E0
E1,D2
G+1,G1
G+0,E4
G+1,D6
C2,G5
C+2;A1;A2;E1,G6;E5;D7;A7
C+2;G+2;G+0;G+1;D+1;D+2,G6;e4;E4;D6;A6;B4
C+1;G+2;E2;C+2;G+1,A4;e4;B5;G6;D6
B2;G+2;C+1;E2;G+1,G4;e4;A4;B5;D6
A2;E2;C+2;E1;A1,D7;B5;G6;A7;E5
D+1;D+2;F+1;C+2;G+0,A6;B4;D4;G6;E4
A2;E2;C+2,D7;B5;G6
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
G+2;E1,B9;A7
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
C+1;B2;F+2,A4;G4;B7
C+1,A4
B2,G4
F2;B2;C+1,B6;G4;A4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
C+1;B2;F+2,A4;G4;B7
C+1,A4
B2,G4
B2;C+1;F2,G4;A4;B6
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
E2;A2;A1,B5;G2;E5
B2,G4
E2;A2;A1,B5;G2;E5
A2,G2
C+1,A4
G+1,D6
F2,B6
F+2;D2;D1,B7;G7;A5
E2,B5
D2,G7
B2;B1;C+2,G4;A2;B2
B2,G4
A2,G2
C+1;F+0;C+2;A2;F+1,A4;E2;B2;G2;D4
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
G+2;E1,B9;A7
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
F+2;C+1;B2,B7;A4;G4
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
A3;F+1,B10;A9
F+1,A9
D2,G7
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
D1;F+2,A5;B7
D1,A5
B2,G4
F+2,B7
F+2;B2;C+1,B7;G4;A4
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D2;D1;F+2,G7;A5;B7
E2,B5
D2,G7
C+2;B1;B2,B2;A2;G4
B2,G4
A2,G2
F+1;C+1;F+0;A2;C+2,D4;A4;E2;G2;B2
A3;F+1,B10;A9
F+1,A9
C+2,G6
A3,B10
G+2;E1,B9;A7
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
C+1;B2;F+2,A4;G4;B7
C+1,A4
B2,G4
F2;C+1;B2,B6;A4;G4
F+1;A3,A9;B10
F+1,A9
D2,G7
A3,B10
G+2;E1,B9;A7
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
B2;F+2;C+1,G4;B7;A4
C+1,A4
B2,G4
C+1;F2;B2,A4;B6;G4
D1,A5
B2,G4
F+2,B7
B2,G4
A3,e5
F+2,B7
A2;E2;A1,G2;B5;E5
B2,G4
A1;E2;A2,E5;B5;G2
A2,G2
C+1,A4
G+1,D6
F2,B6
D1;D2;F+2,A5;G7;B7
E2,B5
D2,G7
B1;B2;C+2,A2;G4;B2
B2,G4
A2,G2
C+1;A2;F+1;C+2;F+0,A4;G2;D4;B2;E2
F+1;A2;C+1;F+0;C+2,D4;G2;A4;E2;B2
C+1;F+1;A2;F+0;C+2,A4;D4;G2;E2;B2
D2;D1;A1;A2,B3;D0;A0;G2
C+2;F+2;F+1;F+0;C+1;B2,B2;e2;D4;E2;A4;G4
C+2;A2;F+1;C+1;F+0,B2;G2;D4;A4;E2
C+1;A2;C+2;F+1;F+0,A4;G2;B2;D4;E2
A1;A2;D1;D2,A0;G2;D0;B3
F+0;F+2;C+1;C+2;F+1;B2,E2;e2;A4;B2;D4;G4
F+1;A3,A9;B10
F+1,A9
C+2,G6
A3,B10
E1;G+2,A7;B9
E1,A7
C+2,G6
G+2,B9
F+2;D1,B7;A5
D1,A5
B2,G4
F+2,B7
C+1;B2;F+2,A4;G4;B7
C+1,A4
B2,G4
C+1;B2;F2,A4;G4;B6
B1;D2,A2;B3
B1,A2
F+1,D4
D2,B3
A1;C+2,A0;B2
A1,A0
E1,D2
C+2,B2
G+0;B2,E4;G4
G+0,E4
D1,D0
B2,G4
F2;G+2;A2;B2;C+1,B6;e4;D7;G4;A4
G+1;F+2;F+0;C+2;C+1;A2,D6;e2;E2;B2;A4;G2
END, END
B1,A2
D1,D0
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
D+4,e23
C1,A3
G1,G0
D2,B3
G1,G0
G2,e3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
A2,G2
F+2,e2
A2,G2
D2,B3
A2,G2
G0,E3
D1,D0
D2,B3
G1,G0
D1,D0
A2,G2
F+2,e2
G2,e3
C1,A3
G1,G0
D2,B3
G1,G0
D1,D0
A2,G2
D2,B3
A2,G2
E2,e0
A2,G2
D2,B3
A2,G2
D1,D0
A2,G2
D2,B3
A2,G2
F+2,e2
A2,G2
D2,B3
A2,G2
G0,E3
D1,D0
